Type,ID,last_checked,last_modified,last_vectorised,name,unique_name,unique_name,unique_name
artist,louis_morris,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,morris louis,,,
artist,mann_sally,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,sally mann,sally mann,sally mann,sally mann
artist,modigliani_amedeo,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,amedeo modigliani,amedeo modigliani,amedeo modigliani,amedeo modigliani
artist,chicago_judy,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,judy chicago,judy chicago,judy chicago,judy chicago
artist,ray_man,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,man ray,man ray,man ray,man ray
artist,drexler_rosalyn,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,rosalyn drexler,rosalyn drexler,rosalyn drexler,rosalyn drexler
movement,color_field_painting,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,color field painting,field,field,field
artist,severini_gino,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,gino severini,gino severini,gino severini,gino severini
artist,david_jacques_louis,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,jacques-louis david,jacques-louis,jacques-louis,jacques-louis
artist,mackmurdo_arthur_heygate,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,arthur heygate mackmurdo,heygate mackmurdo,heygate mackmurdo,heygate mackmurdo
movement,street_photography,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,street photography,,,
artist,spencer_stanley,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,stanley spencer,stanley,stanley,stanley
artist,fry_roger,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,roger fry,fry,fry,fry
artist,guerrilla_girls,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,the guerrilla girls,guerrilla girls,guerrilla girls,guerrilla girls
artist,matter_mercedes,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,mercedes matter,mercedes matter,mercedes matter,mercedes matter
movement,action_painting,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,action painting,action,action,action
artist,blake_peter,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,peter blake,,,
artist,gonzalez_julio,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,julio gonzález,julio gonzalez,julio gonzalez,julio gonzalez
artist,grosz_george,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,george grosz,grosz,grosz,grosz
artist,goya_francisco,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,francisco goya,goya,goya,goya
influencer,eluard_paul,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,paul éluard,eluard,eluard,eluard
artist,rousseau_henri,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,henri rousseau,,,
artist,curry_john_steuart,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,john steuart curry,steuart curry,steuart curry,steuart curry
critic,rosenberg_harold,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,harold rosenberg,harold rosenberg,harold rosenberg,harold rosenberg
artist,west_benjamin,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,benjamin west,west,west,west
artist,vasari_giorgio,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,giorgio di antonio vasari,vasari,vasari,vasari
artist,auerbach_frank,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,frank auerbach,auerbach,auerbach,auerbach
definition,art_for_art,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,art for art's sake,for art's sake,for art's sake,for art's sake
artist,foster_norman,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,norman foster,foster,foster,foster
artist,ingres_jean_auguste_dominique,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,jean-auguste-dominique ingres,jean-auguste-dominique ingres,jean-auguste-dominique ingres,jean-auguste-dominique ingres
movement,synchromism,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,synchromism,synchromism,synchromism,synchromism
artist,levitt_helen,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,helen levitt,levitt,levitt,levitt
artist,sheeler_charles,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,charles sheeler,sheeler,sheeler,sheeler
artist,horn_roni,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,roni horn,roni,roni,roni
artist,mackintosh_charles_rennie,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,charles rennie mackintosh,rennie mackintosh,rennie mackintosh,rennie mackintosh
artist,indiana_robert,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,robert indiana,indiana,indiana,indiana
artist,schad_christian,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,christian schad,schad,schad,schad
movement,the_pictures_generation,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,the pictures generation,pictures,pictures,pictures
artist,gorky_arshile,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,arshile gorky,arshile gorky,arshile gorky,arshile gorky
movement,symbolism,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,symbolism,symbolism,symbolism,symbolism
movement,ukiyo_e_japanese_woodblock_prints,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,ukiyo-e japanese prints,ukiyo-e japanese,ukiyo-e japanese,ukiyo-e japanese
artist,klimt_gustav,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,gustav klimt,gustav klimt,gustav klimt,gustav klimt
artist,leger_fernand,08 March 2024 16:15,08 March 2024 16:15,08 March 2024 16:15,fernand léger,fernand leger,fernand leger,fernand leger
artist,fra_angelico,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,fra angelico,angelico,angelico,angelico
movement,baroque_art_and_architecture,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,baroque art and architecture,baroque,baroque,baroque
artist,bronzino,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,bronzino,bronzino,bronzino,bronzino
movement,futurism,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,futurism,,,
movement,queer_art,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,queer art,queer,queer,queer
artist,blaine_nell,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,nell blaine,nell blaine,nell blaine,nell blaine
artist,cahun_claude,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,claude cahun,cahun,cahun,cahun
artist,pollock_jackson,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,jackson pollock,jackson pollock,jackson pollock,jackson pollock
artist,hadid_zaha,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,zaha hadid,zaha hadid,zaha hadid,zaha hadid
artist,smith_david,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,david smith,,,
artist,struth_thomas,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,thomas struth,struth,struth,struth
artist,rozanova_olga,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,olga rozanova,olga rozanova,olga rozanova,olga rozanova
artist,canaletto,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,canaletto,canaletto,canaletto,canaletto
artist,sugimoto_hiroshi,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,hiroshi sugimoto,hiroshi sugimoto,hiroshi sugimoto,hiroshi sugimoto
artist,albers_josef,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,josef albers,,,
artist,degas_edgar,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,edgar degas,edgar degas,edgar degas,edgar degas
movement,neo_expressionism,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,neo-expressionism,neo-expressionism,neo-expressionism,neo-expressionism
artist,cave_nick,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,nick cave,nick,nick,nick
artist,okeeffe_georgia,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,georgia o'keeffe,georgia o'keeffe,georgia o'keeffe,georgia o'keeffe
artist,duchamp_villon_raymond,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,raymond duchamp-villon,raymond duchamp-villon,raymond duchamp-villon,raymond duchamp-villon
artist,hopper_edward,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,edward hopper,hopper,hopper,hopper
artist,wallis_alfred,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,alfred wallis,wallis,wallis,wallis
movement,gutai,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,the gutai art association,gutai association,gutai association,gutai association
definition,photomontage,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,photomontage,photomontage,photomontage,photomontage
influencer,guggenheim_peggy,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,peggy guggenheim,peggy guggenheim,peggy guggenheim,peggy guggenheim
artist,tapies_antoni,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,antoni tàpies,tapies,tapies,tapies
artist,vermeer_johannes,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,johannes vermeer,vermeer,vermeer,vermeer
artist,wilke_hannah,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,hannah wilke,wilke,wilke,wilke
artist,laurens_henri,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,henri laurens,laurens,laurens,laurens
artist,de_niro_robert,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,"robert de niro, sr.","niro, sr.","niro, sr.","niro, sr."
artist,freud_lucian,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,lucian freud,lucian freud,lucian freud,lucian freud
artist,frank_robert,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,robert frank,,,
artist,beardsley_aubrey,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,aubrey beardsley,aubrey beardsley,aubrey beardsley,aubrey beardsley
artist,herrera_carmen,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,carmen herrera,carmen herrera,carmen herrera,carmen herrera
artist,vrubel_mikhail,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,mikhail vrubel,vrubel,vrubel,vrubel
artist,saar_betye,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,betye saar,betye saar,betye saar,betye saar
artist,dehner_dorothy,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,dorothy dehner,dorothy dehner,dorothy dehner,dorothy dehner
artist,brauner_victor,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,victor brauner,brauner,brauner,brauner
artist,wool_christopher,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,christopher wool,wool,wool,wool
artist,pontormo_jacopo_da,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,jacopo da pontormo,pontormo,pontormo,pontormo
artist,de_stael_nicolas,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,nicolas de staël,stael,stael,stael
artist,bourke_white_margaret,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,margaret bourke-white,bourke-white,bourke-white,bourke-white
artist,kupka_frantisek,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,františek kupka,frantisek kupka,frantisek kupka,frantisek kupka
artist,utamaro_kitagawa,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,kitagawa utamaro,kitagawa utamaro,kitagawa utamaro,kitagawa utamaro
artist,cadmus_paul,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,paul cadmus,cadmus,cadmus,cadmus
definition,american_art,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,american art,,,
artist,anguissola_sofonisba,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,sofonisba anguissola,sofonisba anguissola,sofonisba anguissola,sofonisba anguissola
artist,del_sarto_andrea,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,andrea del sarto,del sarto,del sarto,del sarto
artist,talbot_william_henry_fox,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,william henry fox talbot,fox talbot,fox talbot,fox talbot
artist,bellows_george,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,george bellows,bellows,bellows,bellows
movement,abstract_photography,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,abstract photography,,,
artist,polke_sigmar,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,sigmar polke,sigmar polke,sigmar polke,sigmar polke
artist,lawrence_jacob,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,jacob lawrence,,,
artist,martin_agnes,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,agnes martin,,,
artist,maurer_alfred,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,alfred maurer,maurer,maurer,maurer
artist,sant_elia_antonio,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,antonio sant'elia,sant'elia,sant'elia,sant'elia
movement,surrealism,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,surrealism,surrealism,surrealism,surrealism
artist,gober_robert,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,robert gober,gober,gober,gober
artist,di_suvero_mark,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,mark di suvero,suvero,suvero,suvero
artist,adams_ansel,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,ansel adams,ansel adams,ansel adams,ansel adams
artist,kline_franz,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,franz kline,kline,kline,kline
artist,guimard_hector,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,hector guimard,hector guimard,hector guimard,hector guimard
movement,early_renaissance,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,early renaissance,early,early,early
artist,holzer_jenny,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,jenny holzer,holzer,holzer,holzer
artist,eastman_johnson_jonathan,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,jonathan eastman johnson,jonathan eastman,jonathan eastman,jonathan eastman
artist,af_klint_hilma,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,hilma af klint,hilma af klint,hilma af klint,hilma af klint
artist,serra_richard,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,richard serra,serra,serra,serra
movement,documentary_photography,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,documentary photography,documentary,documentary,documentary
influencer,diaghilev_sergei,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,sergei diaghilev,sergei diaghilev,sergei diaghilev,sergei diaghilev
artist,van_doesburg_theo,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,theo van doesburg,theo doesburg,theo doesburg,theo doesburg
movement,situationist_international,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,situationist international,situationist,situationist,situationist
artist,lassaw_ibram,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,ibram lassaw,ibram lassaw,ibram lassaw,ibram lassaw
movement,high_renaissance,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,high renaissance,high,high,high
artist,brown_glenn,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,glenn brown,,,
artist,kelly_mary,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,mary kelly,,,
artist,clarke_harry,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,harry clarke,harry clarke,harry clarke,harry clarke
artist,popova_lyubov,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,lyubov popova,lyubov popova,lyubov popova,lyubov popova
artist,bourgeois_louise,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,louise bourgeois,bourgeois,bourgeois,bourgeois
artist,sargent_john_singer,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,john singer sargent,singer sargent,singer sargent,singer sargent
artist,carracci_annibale,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,annibale carracci,annibale carracci,annibale carracci,annibale carracci
artist,marden_brice,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,brice marden,brice marden,brice marden,brice marden
artist,miro_joan,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,joan miró,miro,miro,miro
artist,warhol_andy,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,andy warhol,warhol,warhol,warhol
movement,contemporary_realism,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,contemporary realism,contemporary,contemporary,contemporary
artist,kaprow_allan,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,allan kaprow,allan kaprow,allan kaprow,allan kaprow
artist,lin_maya,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,maya lin,maya lin,maya lin,maya lin
artist,schwitters_kurt,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,kurt schwitters,kurt schwitters,kurt schwitters,kurt schwitters
movement,cave_art,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,cave art,,,
movement,fashion_photography,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,fashion photography,fashion,fashion,fashion
artist,shore_stephen,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,stephen shore,stephen shore,stephen shore,stephen shore
artist,cunningham_merce,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,merce cunningham,merce,merce,merce
artist,repin_ilya,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,ilya repin,ilya repin,ilya repin,ilya repin
artist,baziotes_william,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,william baziotes,baziotes,baziotes,baziotes
artist,bernini_gian_lorenzo,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,gian lorenzo bernini,gian bernini,gian bernini,gian bernini
movement,neo_impressionism,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,neo-impressionism,neo-impressionism,neo-impressionism,neo-impressionism
influencer,barthes_roland,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,roland barthes,roland barthes,roland barthes,roland barthes
artist,doig_peter,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,peter doig,doig,doig,doig
artist,gottlieb_adolph,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,adolph gottlieb,adolph gottlieb,adolph gottlieb,adolph gottlieb
influencer,vollard_ambroise,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,ambroise vollard,ambroise vollard,ambroise vollard,ambroise vollard
artist,belmore_rebecca,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,rebecca belmore,belmore,belmore,belmore
artist,marshall_kerry_james,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,kerry james marshall,kerry marshall,kerry marshall,kerry marshall
artist,pistoletto_michelangelo,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,michelangelo pistoletto,pistoletto,pistoletto,pistoletto
artist,rauschenberg_robert,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,robert rauschenberg,rauschenberg,rauschenberg,rauschenberg
movement,neo_dada,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,neo-dada,neo-dada,neo-dada,neo-dada
artist,noland_kenneth,08 March 2024 16:16,08 March 2024 16:16,08 March 2024 16:16,kenneth noland,kenneth noland,kenneth noland,kenneth noland
artist,creed_martin,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,martin creed,creed,creed,creed
movement,capitalist_realism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,capitalist realism,capitalist,capitalist,capitalist
artist,memling_hans,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,hans memling,memling,memling,memling
artist,johns_jasper,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jasper johns,jasper johns,jasper johns,jasper johns
artist,newman_barnett,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,barnett newman,barnett newman,barnett newman,barnett newman
artist,appel_karel,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,karel appel,karel appel,karel appel,karel appel
artist,oppenheim_meret,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,meret oppenheim,meret,meret,meret
artist,still_clyfford,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,clyfford still,clyfford still,clyfford still,clyfford still
artist,zeng_fanzhi,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,zeng fanzhi,zeng fanzhi,zeng fanzhi,zeng fanzhi
artist,bocklin_arnold,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,arnold böcklin,arnold bocklin,arnold bocklin,arnold bocklin
artist,goncharova_natalia,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,natalia goncharova,natalia goncharova,natalia goncharova,natalia goncharova
artist,larionov_mikhail,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,mikhail larionov,larionov,larionov,larionov
artist,michelangelo,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,michelangelo,,,
movement,bay_area_figurative_movement,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,bay area figurative movement,bay area figurative,bay area figurative,bay area figurative
artist,ono_yoko,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,yoko ono,yoko ono,yoko ono,yoko ono
artist,carrington_dora,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,dora carrington,,,
artist,arp_hans,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,hans arp,arp,arp,arp
artist,rouault_georges,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,georges rouault,rouault,rouault,rouault
artist,saint_phalle_niki_de,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,niki de saint phalle,niki saint phalle,niki saint phalle,niki saint phalle
artist,jarman_derek,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,derek jarman,derek jarman,derek jarman,derek jarman
artist,houdon_jean_antoine,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jean-antoine houdon,houdon,houdon,houdon
artist,kent_corita,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,corita kent,corita,corita,corita
artist,graham_dan,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,dan graham,,,
artist,le_corbusier,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,le corbusier,corbusier,corbusier,corbusier
artist,holt_nancy,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,nancy holt,holt,holt,holt
artist,dumas_marlene,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,marlene dumas,marlene dumas,marlene dumas,marlene dumas
artist,gonzales_eva,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,eva gonzalès,gonzales,gonzales,gonzales
artist,tunick_spencer,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,spencer tunick,tunick,tunick,tunick
artist,bramante_donato,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,donato bramante,donato bramante,donato bramante,donato bramante
movement,interwar_classicism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,interwar classicism,interwar classicism,interwar classicism,interwar classicism
artist,kertesz_andre,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,andré kertész,kertesz,kertesz,kertesz
artist,oldenburg_claes,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,claes oldenburg,claes oldenburg,claes oldenburg,claes oldenburg
artist,wright_frank_lloyd,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,frank lloyd wright,lloyd wright,lloyd wright,lloyd wright
movement,art_and_the_insane,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,art and “insanity”,“insanity”,“insanity”,“insanity”
artist,balthus,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,balthus,balthus,balthus,balthus
artist,jonas_joan,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,joan jonas,jonas,jonas,jonas
artist,fairhurst_angus,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,angus fairhurst,angus fairhurst,angus fairhurst,angus fairhurst
artist,alys_francis,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,francis alÿs,alys,alys,alys
artist,nolde_emil,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,emil nolde,emil nolde,emil nolde,emil nolde
artist,van_dongen_kees,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,kees van dongen,kees dongen,kees dongen,kees dongen
movement,kinetic_art,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,kinetic art,kinetic,kinetic,kinetic
movement,minimalism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,minimalism,minimalism,minimalism,minimalism
artist,fusco_coco,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,coco fusco,coco fusco,coco fusco,coco fusco
artist,da_vinci_leonardo,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,leonardo da vinci,leonardo vinci,leonardo vinci,leonardo vinci
artist,wall_jeff,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jeff wall,wall,wall,wall
artist,tworkov_jack,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,jack tworkov,tworkov,tworkov,tworkov
movement,pre_raphaelites,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,the pre-raphaelites,pre-raphaelites,pre-raphaelites,pre-raphaelites
movement,nouveau_realisme,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,nouveau réalisme,realisme,realisme,realisme
artist,alberti_leon_battista,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,leon battista alberti,battista alberti,battista alberti,battista alberti
artist,graves_nancy,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,nancy graves,,,
movement,primitivism,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,primitivism,primitivism,primitivism,primitivism
influencer,ohara_frank,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,frank o’hara,o’hara,o’hara,o’hara
movement,environmental_art,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,environmental art,environmental,environmental,environmental
artist,motherwell_robert,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,robert motherwell,motherwell,motherwell,motherwell
artist,ligon_glenn,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,glenn ligon,ligon,ligon,ligon
artist,simmons_laurie,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,laurie simmons,simmons,simmons,simmons
artist,lewis_edmonia,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,edmonia lewis,edmonia,edmonia,edmonia
artist,rothenberg_susan,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,susan rothenberg,susan rothenberg,susan rothenberg,susan rothenberg
artist,eliasson_olafur,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,olafur eliasson,olafur eliasson,olafur eliasson,olafur eliasson
artist,vallotton_felix,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,félix vallotton,vallotton,vallotton,vallotton
artist,ossorio_alfonso,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,alfonso ossorio,alfonso ossorio,alfonso ossorio,alfonso ossorio
artist,orlan,08 March 2024 16:17,08 March 2024 16:17,08 March 2024 16:17,orlan,orlan,orlan,orlan
